Cluster,Latitude,Longitude
37,51.510895,-0.108017
32,51.511784000000006,-0.08520900000000001
28,51.513296999999994,-0.089758
33,51.518349,-0.07974500000000001
25,51.516042999999996,-0.081716
25,51.516042999999996,-0.081716
29,51.513284999999996,-0.089038
29,51.513284999999996,-0.089038
29,51.513465000000004,-0.08903
23,51.517633000000004,-0.10759400000000001
24,51.514075,-0.104426
28,51.513296999999994,-0.089758
29,51.513284999999996,-0.089038
34,51.519896,-0.09741
31,51.510102,-0.086865
35,51.518407,-0.105399
33,51.518169,-0.079752
32,51.511784000000006,-0.08520900000000001
23,51.517628,-0.107306
29,51.513375,-0.089034
23,51.517633000000004,-0.10759400000000001
23,51.517633000000004,-0.10759400000000001
32,51.511784000000006,-0.08520900000000001
24,51.514075,-0.104426
32,51.511784000000006,-0.08520900000000001
24,51.514075,-0.104426
20,51.517462,-0.08050299999999999
29,51.51337,-0.088746
25,51.516042999999996,-0.081716
36,51.520404,-0.078938
29,51.513467,-0.089174
26,51.517239000000004,-0.088872
33,51.518172,-0.07989600000000001
38,51.506347,-0.088175
31,51.510102,-0.086865
25,51.516046,-0.08186
22,51.510729,-0.08669500000000001
37,51.510987,-0.10815699999999999
36,51.520317,-0.079085
36,51.520497,-0.079078
37,51.5109,-0.108305
22,51.510821,-0.086835
22,51.510729,-0.08669500000000001
23,51.517633000000004,-0.10759400000000001
29,51.513284999999996,-0.089038
20,51.517462,-0.08050299999999999
34,51.519896,-0.09741
37,51.510897,-0.108161
24,51.514164,-0.104422
27,51.513702,-0.076049
22,51.511006,-0.087115
26,51.517146999999994,-0.088732
27,51.513787,-0.075757
38,51.506082,-0.088474
32,51.511784000000006,-0.08520900000000001
27,51.513702,-0.076049
20,51.517462,-0.08050299999999999
25,51.515868,-0.082011
33,51.518172,-0.07989600000000001
39,51.509171,-0.073934
31,51.510104999999996,-0.087009
32,51.511784000000006,-0.08520900000000001
22,51.510918,-0.087263
27,51.5137,-0.075905
31,51.510102,-0.086865
39,51.509169,-0.07379
25,51.516042999999996,-0.081716
21,51.517593,-0.105145
36,51.520494,-0.078934
21,51.517589,-0.10485699999999999
21,51.517596000000005,-0.10528900000000001
34,51.519896,-0.09741
29,51.513281,-0.08875
24,51.514075,-0.104426
20,51.51755,-0.080355
30,51.510655,-0.093183
36,51.520314,-0.078941
40,51.51684,-0.080961
26,51.517327,-0.088724
24,51.514075,-0.104426
31,51.510191999999996,-0.08686100000000001
41,51.516346,-0.083721
31,51.510102,-0.086865
40,51.516845,-0.081249
22,51.510459000000004,-0.08670599999999999
40,51.516754999999996,-0.08125299999999999
30,51.510742,-0.093035
29,51.513375,-0.089034
22,51.510552000000004,-0.086846
32,51.511696,-0.085357
34,51.519985999999996,-0.09740599999999999
30,51.510745,-0.093179
31,51.509927000000005,-0.087161
24,51.513985,-0.10443
34,51.520076,-0.097402
25,51.516131,-0.081568
31,51.510011999999996,-0.086869
20,51.517462,-0.08050299999999999
71,51.507152000000005,-0.126906
42,51.522024,-0.157432
65,51.52053,-0.16542
68,51.497116,-0.14619100000000002
43,51.514177000000004,-0.150254
44,51.507692999999996,-0.127028
87,51.521815000000004,-0.17286400000000002
45,51.514336,-0.148951
46,51.494538,-0.125406
42,51.521936,-0.15758
47,51.500809999999994,-0.12399600000000001
78,51.520528000000006,-0.171042
48,51.510477,-0.11552799999999999
46,51.494538,-0.125406
49,51.52381,-0.145251
50,51.52255,-0.173844
51,51.519241,-0.16922
52,51.514915,-0.162908
53,51.534339,-0.17438199999999998
662,51.511223,-0.128468
47,51.500809999999994,-0.12399600000000001
54,51.515218,-0.14214100000000002
43,51.514175,-0.15011
617,51.502968,-0.152293
55,51.523933,-0.15303
13,51.489535,-0.155861
56,51.510042999999996,-0.133416
615,51.507149,-0.132382
57,51.513032,-0.129115
85,51.506094,-0.122626
66,51.503221999999994,-0.151274
58,51.51402,-0.151702
17,51.499815000000005,-0.16337100000000002
74,51.513225,-0.158364
45,51.514251,-0.149242
683,51.511165999999996,-0.119247
50,51.522552000000005,-0.173988
59,51.518045,-0.16753800000000002
56,51.510042999999996,-0.133416
60,51.514897,-0.14460399999999998
47,51.500995,-0.124276
50,51.522273999999996,-0.173423
61,51.517463,-0.182119
617,51.502701,-0.152448
47,51.50108,-0.12398499999999998
62,51.505773,-0.130709
44,51.507781,-0.12688
63,51.488399,-0.129547
64,51.509974,-0.134716
65,51.52062,-0.165417
66,51.503397,-0.150979
42,51.522028000000006,-0.15772
46,51.494538,-0.125406
55,51.524018,-0.152738
46,51.494538,-0.125406
57,51.513121999999996,-0.129111
85,51.506536,-0.12217599999999999
66,51.503581,-0.15125999999999998
48,51.510474,-0.11538399999999999
57,51.513124,-0.129255
63,51.488406,-0.12997899999999998
86,51.527502,-0.174223
66,51.503487,-0.150975
614,51.513782,-0.153729
67,51.503614,-0.136273
57,51.513212,-0.129107
55,51.523934999999994,-0.153174
662,51.511226,-0.12861199999999998
683,51.511521,-0.11894400000000001
52,51.514915,-0.162908
53,51.534248999999996,-0.17438499999999998
60,51.514815999999996,-0.14518399999999998
683,51.511253,-0.119099
51,51.519151,-0.169223
617,51.502881,-0.15244100000000002
68,51.497027,-0.14619400000000002
49,51.52363,-0.145258
65,51.520618,-0.165273
69,51.513643,-0.156329
44,51.507606,-0.127175
66,51.503312,-0.15127100000000002
70,51.499856,-0.148817
617,51.502964,-0.152005
45,51.514338,-0.149095
60,51.514895,-0.14445999999999998
63,51.488768,-0.130108
58,51.51402,-0.151702
54,51.515209000000006,-0.141565
71,51.507160999999996,-0.12748199999999998
57,51.513214000000005,-0.129251
69,51.513558,-0.156621
10,51.50192,-0.159972
85,51.506536,-0.12217599999999999
42,51.522024,-0.157432
72,51.490065,-0.126886
56,51.510042999999996,-0.133416
44,51.507692999999996,-0.127028
42,51.522116,-0.157572
73,51.528333,-0.181398
42,51.522107,-0.156996
62,51.505776000000004,-0.130853
54,51.515132,-0.142432
68,51.497027,-0.14619400000000002
74,51.513327000000004,-0.15908
617,51.502793,-0.152588
77,51.516296999999994,-0.130854
51,51.519151,-0.169223
48,51.510474,-0.11538399999999999
48,51.510474,-0.11538399999999999
75,51.51639,-0.142381
49,51.52381,-0.145251
1,51.485663,-0.149824
14,51.522079,-0.20154
54,51.515218,-0.14214100000000002
71,51.507071,-0.127485
76,51.500842,-0.12601199999999999
72,51.490066999999996,-0.12703
55,51.523933,-0.15303
47,51.5009,-0.123992
42,51.522024,-0.157432
42,51.521934,-0.157436
77,51.516383000000005,-0.130563
68,51.497213,-0.146619
74,51.513416,-0.159077
76,51.500755,-0.126159
58,51.514105,-0.15141
43,51.514177000000004,-0.150254
73,51.528151,-0.18126099999999998
65,51.52062,-0.165417
78,51.519701,-0.169922
63,51.488761,-0.12967599999999999
73,51.528242999999996,-0.181402
44,51.507785,-0.127168
67,51.503614,-0.136273
69,51.513638,-0.156041
74,51.513225,-0.158364
14,51.522079,-0.20154
85,51.506629,-0.12231600000000001
71,51.507071,-0.127485
84,51.501881,-0.15176099999999998
65,51.520714,-0.165701
46,51.494718,-0.125399
71,51.506710999999996,-0.1275
79,51.521609999999995,-0.159755
78,51.519982,-0.170632
46,51.494538,-0.125406
64,51.509974,-0.134716
74,51.513239,-0.159228
78,51.519703,-0.170066
43,51.514179,-0.150398
46,51.494621,-0.12497
80,51.485108000000004,-0.13746
64,51.510062,-0.134568
53,51.534248999999996,-0.17438499999999998
81,51.515837,-0.16431199999999999
52,51.514915,-0.162908
51,51.519056,-0.168939
15,51.509876,-0.191644
57,51.513214000000005,-0.129251
43,51.514179,-0.150398
76,51.500935,-0.126152
64,51.509972,-0.134572
55,51.523928000000005,-0.15274200000000002
82,51.510859,-0.13381500000000002
62,51.505776000000004,-0.130853
84,51.501884999999994,-0.152049
60,51.514891999999996,-0.144316
72,51.490066999999996,-0.12703
73,51.528242999999996,-0.181402
65,51.520621999999996,-0.16556099999999999
72,51.490066999999996,-0.12703
66,51.503402,-0.151267
78,51.519884999999995,-0.170203
42,51.522028000000006,-0.15772
43,51.514267,-0.150251
78,51.519971000000005,-0.16991099999999998
614,51.513784,-0.153873
60,51.514815999999996,-0.14518399999999998
47,51.500815,-0.12428399999999999
66,51.50322,-0.15113
64,51.510151,-0.13456500000000002
61,51.517373,-0.182123
44,51.507606,-0.127175
57,51.513216,-0.129395
42,51.522021,-0.157288
63,51.488761,-0.12967599999999999
58,51.514105,-0.15141
42,51.522028000000006,-0.15772
15,51.509879,-0.19178800000000001
62,51.505601,-0.13114800000000001
74,51.513324,-0.158936
17,51.499727,-0.163518
65,51.520719,-0.165989
68,51.496932,-0.14590999999999998
74,51.513135,-0.158367
42,51.522026000000004,-0.157576
78,51.519703,-0.170066
76,51.500939,-0.12644
70,51.499767999999996,-0.14896500000000001
70,51.499767999999996,-0.14896500000000001
43,51.514185999999995,-0.15083
87,51.521817999999996,-0.173009
62,51.505866,-0.130849
77,51.516293,-0.13056600000000002
70,51.499856,-0.148817
44,51.507424,-0.127039
59,51.518043,-0.16739400000000002
44,51.507515999999995,-0.127179
65,51.520711999999996,-0.16555699999999998
74,51.513234000000004,-0.15894
66,51.503215000000004,-0.150842
55,51.52393,-0.152886
58,51.514022,-0.151846
15,51.509795000000004,-0.192224
74,51.51332,-0.158648
82,51.510774,-0.134107
43,51.514096,-0.150834
53,51.534248999999996,-0.17438499999999998
47,51.500904999999996,-0.12428
615,51.507065999999995,-0.13281700000000002
82,51.510774,-0.134107
60,51.514809,-0.144752
83,51.523976,-0.144379
74,51.513416,-0.159077
78,51.520254,-0.170765
46,51.494803000000005,-0.125107
1,51.485751,-0.149676
43,51.514177000000004,-0.150254
80,51.485193,-0.137168
66,51.503309,-0.151127
81,51.515834000000005,-0.164168
71,51.507168,-0.127914
48,51.510479,-0.115672
42,51.522026000000004,-0.157576
49,51.523808,-0.14510699999999999
76,51.500845,-0.126156
46,51.494538,-0.125406
69,51.513638,-0.156041
81,51.515837,-0.16431199999999999
80,51.485198,-0.137456
47,51.500817,-0.124428
78,51.519789,-0.169774
68,51.496932,-0.14590999999999998
56,51.510042999999996,-0.133416
63,51.488576,-0.129396
76,51.500937,-0.126296
60,51.514891999999996,-0.144316
616,51.523404,-0.148006
63,51.488489,-0.12954300000000002
54,51.515218,-0.14214100000000002
79,51.521702000000005,-0.159896
16,51.527877000000004,-0.21616100000000002
60,51.514891999999996,-0.144316
1,51.485758000000004,-0.150108
1,51.485758000000004,-0.150108
58,51.514105,-0.15141
58,51.514018,-0.151558
13,51.489622999999995,-0.15571400000000002
73,51.528333,-0.181398
617,51.502968,-0.152293
61,51.517463,-0.182119
615,51.507156,-0.13281400000000002
16,51.527783,-0.215876
47,51.500813,-0.12414000000000001
72,51.490065,-0.126886
48,51.510479,-0.115672
58,51.514107,-0.151554
80,51.485278,-0.136876
43,51.514094,-0.15069000000000002
65,51.520711999999996,-0.16555699999999998
44,51.507695,-0.127172
48,51.510477,-0.11552799999999999
71,51.506710999999996,-0.1275
48,51.510477,-0.11552799999999999
71,51.507251000000004,-0.127478
78,51.519703,-0.170066
72,51.490066999999996,-0.12703
84,51.502157000000004,-0.15218199999999998
71,51.507246,-0.12719
71,51.507251000000004,-0.127478
84,51.502065,-0.152042
66,51.50322,-0.15113
67,51.503612,-0.136129
49,51.52381,-0.145251
70,51.499764,-0.148677
44,51.507515999999995,-0.127179
16,51.527877000000004,-0.21616100000000002
51,51.519241,-0.16922
85,51.506453,-0.12261099999999998
72,51.490065,-0.126886
75,51.516303,-0.142529
56,51.509951,-0.133276
54,51.515038,-0.142148
86,51.527592,-0.174219
84,51.502065,-0.152042
1,51.485753,-0.14982
62,51.505776000000004,-0.130853
60,51.514891999999996,-0.144316
73,51.528151,-0.18126099999999998
75,51.516483,-0.142522
46,51.494718,-0.125399
60,51.514807,-0.144608
87,51.521815000000004,-0.17286400000000002
84,51.501878000000005,-0.151617
51,51.519151,-0.169223
62,51.505773,-0.130709
51,51.519245,-0.169508
69,51.513638,-0.156041
662,51.511493,-0.128457
59,51.518137,-0.167679
58,51.514018,-0.151558
57,51.512852,-0.12912200000000001
44,51.507695,-0.127172
87,51.521813,-0.17272
49,51.5239,-0.14524700000000001
47,51.500904999999996,-0.12428
57,51.513124,-0.129255
44,51.507785,-0.127168
57,51.513214000000005,-0.129251
52,51.515102,-0.163332
15,51.509885,-0.192221
52,51.514915,-0.162908
46,51.494355999999996,-0.12526900000000002
57,51.513298999999996,-0.128959
75,51.516393,-0.142525
66,51.503487,-0.150975
70,51.500038,-0.148954
73,51.528335,-0.181542
71,51.506983,-0.127633
82,51.510771000000005,-0.133963
15,51.509795000000004,-0.192224
84,51.502067,-0.152186
46,51.494718,-0.125399
49,51.5239,-0.14524700000000001
52,51.515007000000004,-0.163048
42,51.522026000000004,-0.157576
73,51.528335,-0.181542
69,51.51382,-0.15617799999999998
54,51.515211,-0.141709
71,51.50708,-0.12806099999999998
15,51.509876,-0.191644
69,51.513638,-0.156041
53,51.534339,-0.17438199999999998
88,51.5163,-0.119756
102,51.515595000000005,-0.126271
89,51.529078999999996,-0.126006
88,51.516295,-0.119468
89,51.529176,-0.126434
90,51.542845,-0.149092
91,51.540365,-0.14010699999999998
98,51.52251,-0.125699
90,51.542755,-0.149095
77,51.516201,-0.130426
92,51.541532000000004,-0.14568399999999998
93,51.527091,-0.13098900000000002
92,51.541532000000004,-0.14568399999999998
96,51.524524,-0.127923
89,51.529084000000005,-0.12629400000000002
98,51.522874,-0.125972
94,51.548823,-0.129089
89,51.529078999999996,-0.126006
95,51.5215,-0.113199
96,51.524701,-0.127771
97,51.522028999999996,-0.10697899999999999
98,51.522692,-0.125835
94,51.548735,-0.129237
88,51.516296999999994,-0.11961199999999998
93,51.527181,-0.130985
23,51.517905,-0.107726
103,51.518669,-0.12167599999999999
89,51.528991999999995,-0.126153
88,51.516208,-0.11961600000000001
99,51.536116,-0.138694
90,51.542755,-0.149095
99,51.536116,-0.138694
663,51.545656,-0.133545
100,51.542663,-0.137562
101,51.51739,-0.120432
88,51.516118,-0.119619
103,51.519017,-0.120941
95,51.5215,-0.113199
98,51.522694,-0.12598
88,51.516115,-0.119475
100,51.542663,-0.137562
380,51.536864,-0.192305
663,51.545656,-0.133545
93,51.527178,-0.130841
104,51.52606,-0.13405899999999998
93,51.527183,-0.131129
96,51.524524,-0.127923
92,51.541532000000004,-0.14568399999999998
91,51.54045,-0.13981500000000002
101,51.517662,-0.120565
94,51.548735,-0.129237
102,51.515602,-0.126703
91,51.540279999999996,-0.140399
95,51.521409999999996,-0.113203
91,51.540452,-0.139959
83,51.523971,-0.144091
103,51.518840999999995,-0.12123699999999998
104,51.526238,-0.133907
97,51.522121999999996,-0.107119
380,51.536590000000004,-0.192028
105,51.530734,-0.12262200000000001
89,51.528991999999995,-0.126153
93,51.527183,-0.131129
101,51.517482,-0.120572
663,51.545654,-0.133401
89,51.528991999999995,-0.126153
95,51.521413,-0.113347
105,51.53046,-0.12234500000000001
93,51.527266,-0.130694
106,51.538146999999995,-0.193841
23,51.517723,-0.10759
95,51.521413,-0.113347
104,51.526323,-0.133615
663,51.545744,-0.133398
102,51.515602,-0.126703
92,51.541532000000004,-0.14568399999999998
107,51.53915,-0.142897
103,51.519021,-0.12122999999999999
23,51.517545,-0.107741
92,51.541717,-0.145965
107,51.538880999999996,-0.14290799999999998
23,51.517815,-0.10772999999999999
101,51.517569,-0.120424
93,51.527178,-0.130841
108,51.547675,-0.130434
91,51.540545,-0.1401
95,51.521413,-0.113347
663,51.545744,-0.133398
103,51.518659,-0.1211
100,51.54275,-0.137414
95,51.521413,-0.113347
102,51.515689,-0.126555
95,51.5215,-0.113199
102,51.515516,-0.126995
98,51.5226,-0.125695
106,51.538055,-0.1937
100,51.542398,-0.13786099999999998
77,51.516293,-0.13056600000000002
107,51.538965999999995,-0.14261600000000002
91,51.540452,-0.139959
92,51.541624,-0.145824
95,51.521595,-0.11348399999999999
106,51.538233,-0.193549
35,51.518316999999996,-0.105403
103,51.519017,-0.120941
103,51.518839,-0.121093
103,51.519021,-0.12122999999999999
57,51.513389000000004,-0.128956
88,51.516572,-0.11988900000000001
90,51.542843,-0.148948
90,51.542935,-0.149088
94,51.548643,-0.12909600000000002
108,51.547675,-0.130434
104,51.52624,-0.134051
107,51.538786,-0.142623
90,51.542843,-0.148948
102,51.515871000000004,-0.126692
57,51.513302,-0.129103
99,51.536114000000005,-0.13855
101,51.5173,-0.12043599999999999
101,51.517565000000005,-0.12013599999999999
98,51.522602,-0.125839
91,51.540634000000004,-0.140096
98,51.522692,-0.125835
108,51.547855,-0.130427
96,51.524524,-0.127923
101,51.517662,-0.120565
89,51.529086,-0.12643800000000002
96,51.524701,-0.127771
100,51.542663,-0.137562
104,51.526323,-0.133615
90,51.542937,-0.149232
92,51.541627000000005,-0.14596800000000001
89,51.528909000000006,-0.126589
109,51.560054,-0.122857
110,51.557662,-0.119493
111,51.560973,-0.124118
112,51.551383,-0.126099
113,51.546254,-0.103522
97,51.522121999999996,-0.107119
114,51.570413,-0.096022
131,51.530759,-0.101859
130,51.535379999999996,-0.103974
620,51.528838,-0.094297
115,51.526468,-0.108957
116,51.556705,-0.138431
117,51.564615,-0.10448900000000001
134,51.565365,-0.13447
111,51.560971,-0.123973
130,51.535382,-0.104118
131,51.53067,-0.101862
116,51.556795,-0.138427
126,51.524788,-0.110757
35,51.518494,-0.105252
118,51.550767,-0.11011300000000002
119,51.531818,-0.10614000000000001
132,51.540648,-0.096111
120,51.560196000000005,-0.114916
120,51.560201,-0.115204
121,51.562106,-0.110653
122,51.556,-0.11682100000000001
113,51.546254,-0.103522
123,51.529699,-0.097433
105,51.530729,-0.122333
116,51.55679,-0.138139
110,51.557574,-0.11964100000000001
120,51.560291,-0.115201
124,51.529123999999996,-0.095295
120,51.560109000000004,-0.11506400000000001
130,51.534938000000004,-0.104425
112,51.551567,-0.12638
125,51.523241999999996,-0.09856799999999999
122,51.555913000000004,-0.116969
97,51.522032,-0.107123
95,51.521409999999996,-0.113203
126,51.524968,-0.110749
124,51.529034,-0.095299
619,51.533258000000004,-0.106225
619,51.533171,-0.10637200000000001
127,51.546473999999996,-0.083897
111,51.560973,-0.124118
128,51.546439,-0.087216
619,51.532988,-0.10623599999999998
122,51.556092,-0.116961
117,51.564357,-0.10522100000000001
105,51.530553999999995,-0.122629
110,51.557664,-0.119637
123,51.529703000000005,-0.097722
134,51.565455,-0.134466
123,51.529703000000005,-0.097722
120,51.560111,-0.11520799999999999
120,51.560201,-0.115204
110,51.557756,-0.119778
123,51.529610999999996,-0.097581
123,51.529613,-0.097725
129,51.550396,-0.10940699999999999
127,51.546382,-0.083757
116,51.556616999999996,-0.138579
125,51.523245,-0.098712
122,51.556277,-0.11724200000000001
105,51.530823999999996,-0.122618
122,51.556185,-0.117102
119,51.531912,-0.106425
125,51.523245,-0.098712
118,51.550672,-0.109829
130,51.535117,-0.10441700000000001
132,51.540648,-0.096111
122,51.556007,-0.117253
118,51.550767,-0.11011300000000002
125,51.523241999999996,-0.09856799999999999
134,51.565365,-0.13447
115,51.52647,-0.109101
620,51.528649,-0.09372899999999999
121,51.562104,-0.110509
105,51.530644,-0.122625
122,51.556092,-0.116961
129,51.550031,-0.109134
664,51.564091999999995,-0.105521
120,51.560199,-0.11506
115,51.526468,-0.108957
131,51.530755,-0.10157100000000001
126,51.525058,-0.110746
130,51.535117,-0.10441700000000001
118,51.550767,-0.11011300000000002
131,51.530755,-0.10157100000000001
132,51.540556,-0.095971
125,51.523152,-0.098571
133,51.53779,-0.091761
129,51.55049,-0.10969200000000001
134,51.565457,-0.13460999999999998
109,51.559964,-0.12286099999999998
131,51.53067,-0.101862
125,51.523152,-0.098571
35,51.518582,-0.105104
97,51.522028999999996,-0.10697899999999999
123,51.529610999999996,-0.097581
117,51.564442,-0.104929
135,51.526004,-0.08591
121,51.562106,-0.110653
122,51.556369000000004,-0.11738299999999999
116,51.557064000000004,-0.138416
111,51.560883000000004,-0.12412100000000001
131,51.530759,-0.101859
115,51.526465,-0.10881300000000001
120,51.560111,-0.11520799999999999
97,51.522121999999996,-0.107119
131,51.53067,-0.101862
118,51.550764,-0.10996900000000001
122,51.556005,-0.11710899999999999
97,51.522032,-0.107123
122,51.556189,-0.11739000000000001
111,51.560973,-0.124118
118,51.550767,-0.11011300000000002
117,51.564353999999994,-0.105077
129,51.550028999999995,-0.10899
115,51.526468,-0.108957
131,51.530663,-0.10142999999999999
110,51.557752,-0.11948900000000001
121,51.562104,-0.110509
109,51.559965999999996,-0.12300499999999999
126,51.525059999999996,-0.11089
123,51.529703000000005,-0.097722
126,51.525055,-0.11060199999999999
120,51.560109000000004,-0.11506400000000001
128,51.546261,-0.087368
130,51.535295,-0.10426600000000001
110,51.557664,-0.119637
126,51.524968,-0.110749
131,51.530663,-0.10142999999999999
110,51.55766,-0.119349
113,51.546346,-0.10366199999999999
619,51.532984,-0.105948
118,51.550767,-0.11011300000000002
116,51.556792,-0.138283
134,51.565365,-0.13447
110,51.557934,-0.119626
115,51.526468,-0.108957
123,51.529703000000005,-0.097722
122,51.556,-0.11682100000000001
136,51.485586,-0.202688
140,51.477833000000004,-0.189744
137,51.490777,-0.20695
621,51.498296,-0.222359
141,51.503085,-0.22390100000000002
136,51.485403999999996,-0.202551
621,51.498298,-0.222503
621,51.498298,-0.222503
138,51.479901,-0.19556700000000002
139,51.491211,-0.22364299999999998
456,51.5138,-0.24870599999999998
143,51.514720000000004,-0.226187
140,51.478096,-0.189302
141,51.503169,-0.223466
621,51.498298,-0.222503
138,51.479906,-0.195855
137,51.490777,-0.20695
138,51.479724,-0.195718
141,51.503355,-0.22389099999999998
141,51.503169,-0.223466
140,51.478096,-0.189302
142,51.494377,-0.21300300000000003
138,51.479904,-0.195711
143,51.5149,-0.22618000000000002
141,51.503079,-0.223469
144,51.480211,-0.198147
138,51.479901,-0.19556700000000002
145,51.487398999999996,-0.203625
140,51.478096,-0.189302
141,51.503265,-0.223894
144,51.480125,-0.198438
143,51.514812,-0.22632800000000003
145,51.487398999999996,-0.203625
140,51.478096,-0.189302
145,51.487398999999996,-0.203625
146,51.506734,-0.245231
140,51.477833000000004,-0.189744
146,51.506913,-0.24522399999999997
137,51.490867,-0.206946
142,51.494464,-0.212856
147,51.503834999999995,-0.219982
147,51.503833,-0.219838
665,51.492469,-0.2295
139,51.490942,-0.22365300000000002
145,51.487309,-0.203629
143,51.514720000000004,-0.226187
140,51.478274,-0.18915099999999999
139,51.491121,-0.223646
147,51.503840000000004,-0.22027
145,51.487398999999996,-0.203625
136,51.485314,-0.20255499999999999
142,51.494377,-0.21300300000000003
137,51.490687,-0.20695300000000003
456,51.513892,-0.24884699999999998
143,51.514902,-0.22632399999999997
147,51.503844,-0.220558
146,51.506642,-0.24509
145,51.487398999999996,-0.203625
141,51.503173,-0.223754
143,51.514902,-0.22632399999999997
137,51.490959000000004,-0.207087
147,51.503833,-0.219838
621,51.498028000000005,-0.22251300000000002
141,51.503169,-0.223466
139,51.491031,-0.22365
138,51.479904,-0.195711
141,51.503169,-0.223466
145,51.487314000000005,-0.20391700000000001
144,51.480213,-0.198291
148,51.542308,-0.076573
149,51.522724,-0.077831
150,51.574163,-0.07234199999999999
151,51.56725,-0.073067
152,51.540958,-0.076486
153,51.563877000000005,-0.09225599999999999
154,51.572483,-0.09059600000000001
174,51.548134999999995,-0.075462
154,51.572395,-0.090744
622,51.547168,-0.055022
155,51.573356,-0.07252
156,51.556077,-0.055363
157,51.546158,-0.075545
